title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
Avengers: Endgame,"$858,373,000","$2,797,800,564",Walt Disney Studios Motion Pictures,"$357,115,007","4,662 theaters","$356,000,000",PG-13,"Action,Adventure,Drama,Sci-Fi","Apr 26, 2019"
